"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2017-10-07T22:28:26.000-0500","NCMEC_12375_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","San Francisco, CA AMBER Alert: LIC/7RLR145 (CA) 2008 Silver Ford Fusion","San Francisco, CA AMBER Alert: LIC/7RLR145 (CA) 2008 Silver Ford Fusion","An AMBER Alert is being issued by the California Highway Patrol on behalf of the San Francisco Police Department. On 10/07/2017 at 3:06 pm, Jalanie Fortson was abducted from San Francisco, California. The suspects are Javonn Fortson, Lipine Faafui, and an unknown third female suspect. The suspects were last seen driving the listed vehicle. The suspects should be considered armed and dangerous.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-10-07T15:00:43.000-0500","NCMEC_12345_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","AMBER ALERT Sherin Mathews: Richardson, TX, Age 3, 3', 22LBS, Black Hair, Brown Eyes","AMBER ALERT Sherin Mathews: Richardson, TX, Age 3, 3', 22LBS, Black Hair, Brown Eyes","The Richardson Police Department is searching for Sherin Mathews. 

LAW ENFORCEMENT OFFICIALS BELIEVE THIS CHILD TO BE IN GRAVE OR IMMEDIATE DANGER. 

IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION, CALL THE RICHARDSON POLICE DEPARTMENT AT 972-744-4801.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-10-07T07:35:50.000-0500",59d8c963b74d200ee0b3f4e6,NWEM,Safety,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"Plaquemines,","Plaq Parish - Mandatory Evac of West Bank, Alliance Refinery to Venice; need help 934-6471","Plaquemines Parish - Mandatory Evac of West Bank, Alliance Refinery to Venice","Plaquemines Parish - Mandatory Evac of West Bank, Alliance Refinery to Venice",
"2017-10-07T07:29:58.000-0500",59d8c724b74d200ee0b3f4d7,NWEM,Safety,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"Plaquemines,","Plaquemines Parish:Mandatory evac: all East Bank; Outside of Levee: need help 934-6471","Plaquemines Parish Pres calls for Mandatory Evac","Plaquemines Parish calls for Mandatory Evac of all East Bank and outside protection levee",
"2017-10-07T07:13:18.000-0500",59d8c3e7b74d200ee0b3f4d3,NWEM,Safety,"Practice/Demo Warning",Observed,Shelter,Extreme,Immediate,Alert,"Plaquemines,","Plaquemines Par Pres: Mandatory Evac: all East Bank: need help: 504-934-6471","Plaquemines Parish, Mandatory Evac of all East Bank; outside the Levee protection","Plaquemines Par Pres calls for Mandatory Evac of all East Bank and outside levee protection",
"2017-10-06T03:33:19.000-0500","NCMEC_12344_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCELLED AMBER ALERT

A  Levis call has been activated on behalf of the Walker County SheriffÃ¿Â¿s Office in reference to Elizabeth Faith Turner and Hanna Nicole Turner.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-10-05T22:14:13.000-0500","NCMEC_12344_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Walker County, GA AMBER Alert: LIC/RCY9381 (GA) 1991 Light blue Chevy Astro Van","Walker County, GA AMBER Alert: LIC/RCY9381 (GA) 1991 Light blue Chevy Astro Van","A  Levis call has been activated on behalf of the Walker County SheriffÃ¿Â¿s Office in reference to Elizabeth Faith Turner and Hanna Nicole Turner.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-10-05T20:05:40.000-0500","AS-NE-d2afb838-d806-486c-b3bb-637c2657b2c4","EAS
NWEM",Safety,"Law Enforcement Warning",Observed,Shelter,Extreme,Immediate,Alert,"4th - 5th  Adams -Jefferson","Police Warning. Caution all residents stay inside lock all doors. Wanted person in area.",,,
"2017-10-04T10:44:44.000-0500","89c4b641-a0e4-41ca-97da-87f8976d4d94","EAS
NWEM
PUBLIC",Other,"Civil Emergency Message",Likely,Monitor,Severe,Expected,Alert,Hamilton,"TEST ONLY of the Wireless Emergency Alert System for Hamilton County TN. No Action Needed",null,null,null
"2017-10-03T08:32:32.000-0500","69a7a189-91fa-4560-993d-c4ea25d35851","EAS
NWEM
null
PUBLIC",Safety,"Civil Danger Warning",Observed,Avoid,Extreme,Immediate,Alert,"MT Havre Police Department","Emergency travel in the city of Havre due to downed powerlines and trees on the roadways.","Civil Danger Warning",null,
"2017-10-03T08:13:39.000-0500","c448d994-b650-4407-bd9f-1ecabf38ce5d","EAS
null
CMAS
PUBLIC",Safety,"Civil Danger Warning",Observed,Avoid,Extreme,Immediate,Alert,"MT Havre Police Department",null,"Civil Danger Warning","Emergency travel in the city of Havre due to downed trees and power lines on roadways.",
"2017-10-02T17:47:37.000-0500","36d6144f-f7dc-4438-8e8f-d392077f2c2e","null
NWEM
CMAS
PUBLIC",Safety,"Child Abduction Emergency",Observed,Monitor,Extreme,Immediate,Alert,"CO Colorado Bureau of Investigation",null,"Child Abduction Emergency","THIS IS THE COLORADO BUREAU OF INVESTIGATION WITH AN AMBER CHILD ABDUCTION ALERT.  WE HAVE RECEIVED THIS IMPORTANT ANNOUNCEMENT REGARDING AN ABDUCTED CHILD IN THE CITY OF COLORADO SPRINGS.
THE COLORADO SPRINGS POLICE DEPARTMENT  IS SEARCHING FOR THREE YEAR OLD WILLIAM LAKE WHO WAS LAST SEEN IN THE SOUTHEAST AREA OF  COLORADO SPRINGS EARLIER THIS MORNING.  WILLIAM LAKE IS THREE FEET TALL AND WEIGHS APPROXIMATELY FIFTY POUNDS .
 HE WAS LAST SEEN WEARING A BLACK AND WHITE BUTTON UP SHIRT AND GREY PANTS WITH WHITE SHOES.  INVESTIGATORS BELIEVE  WILLIAM LAKE MAY BE WITH DAVID LAKE A TWENTY EIGHT YEAR OLD WHITE MALE WITH BROWN HAIR AND BROWN EYES.  THEY MAY BE  TRAVELING IN A BLUE TWO THOUSAND AND THREE TOYOTA COROLLA COLORADO LICENSE PLATE O B P 131 THAT WAS LAST SEEN IN THE SOUTHEAST AREA OF COLORADO SPRINGS CO.  
IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION IMMEDIATELY CALL 9 1 1.",
"2017-10-02T17:35:52.000-0500","cb804d24-2bd9-4dae-86c7-0cb1a196a10d","EAS
NWEM
null
PUBLIC",Safety,"Child Abduction Emergency",Observed,Monitor,Extreme,Immediate,Alert,"CO Colorado Bureau of Investigation","The Colorado Springs PD is looking for a Blue 2003 Toyota Corolla CO License Plate OBP131","Child Abduction Emergency",null,
"2017-09-30T15:37:06.000-0500","3f34bb5f-010d-4208-af64-b1608b4e470f","null
NWEM
CMAS
PUBLIC",Health,"Local Area Emergency",Observed,Execute,Severe,Immediate,Alert,"TX Leon County Emergency Management",null,"Local Area Emergency","The City of Jewett needs residents to boil water from the city water supply until further notice. The city has a water main break and the repairs are in progress. Again  Boil water until further notice. Call 903-626-4416 if needing further instructions. Thank You for your patience.",
"2017-09-30T15:32:32.000-0500","713c7346-b56a-40b8-88a2-004c5d1dbc56","null
NWEM
CMAS
PUBLIC",Health,"Local Area Emergency",Observed,Execute,Severe,Immediate,Alert,"TX Leon County Emergency Management",null,"Local Area Emergency","The City of Jewett needs residents to boil water from the city water supply until further notice. The city has a water main break and the repairs are in progress. Again  Boil water until further notice. Call 903-626-4416 if needing further instructions. Thank You for your patience.",
"2017-09-29T12:35:52.000-0500","4e51b27a-be41-4569-85bf-338c663d188d","EAS
NWEM
null
PUBLIC",Security,"Law Enforcement Warning",Observed,Shelter,Extreme,Immediate,Alert,"GA Polk County Emergency Management","Please remain inside your home and lock all doors. There is a police matter in your area.","Law Enforcement Warning","Please remain inside your home and lock all doors. There is a police matter in your area.",
"2017-09-27T12:30:10.000-0500",8114400108001286,"CAPEXCH
NWEM
EAS
PUBLIC",Health,"Local Area Emergency",Observed,,Extreme,Immediate,Alert,006075,"High temps expected Check on neighbors Drink water Cooling & heat safety info at sfdph.org",,,
"2017-09-27T10:11:58.000-0500",150652511800027681858,"NWEM
EAS
PUBLIC",Safety,"Local Area Emergency",Observed,Avoid,Severe,Immediate,Alert,"Freeburg Area","ALERT CANCELLED: Todd Redel was taken into custody by law enforcement - Osage Sheriff","The National Weather Service of St. Louis has issued a",null,
"2017-09-26T18:30:13.000-0500",1506468613000387371010,"NWEM
EAS
PUBLIC",Safety,"Local Area Emergency",Observed,Avoid,Severe,Immediate,Cancel,"Freeburg Area","Todd Redel of Freeburg armed, wanted for assault. Dial 911 if seen - Osage Sheriff","The National Weather Service of St. Louis has issued a",null,
"2017-09-26T14:34:01.000-0500",150645444100027673009,"NWEM
EAS
PUBLIC",Safety,"Local Area Emergency",Observed,Avoid,Severe,Immediate,Alert,"Freeburg Area","Todd Redel of Freeburg armed, wanted for assault. Dial 911 if seen - Osage Sheriff","The National Weather Service of St. Louis has issued a",null,
"2017-09-21T17:49:08.000-0500",59c440bfb74d200f189dcdd5,NWEM,Other,"Local Area Emergency",Observed,None,Minor,Past,Alert,"Warren County, OH,","NATURAL GAS LEAK MASON-MONTGOMERY RD & NATORP CONTAINED AREA IS OPENED WITH MINOR DETOUR","NATURAL GAS LEAK CONTAINED AREA IS RE-OPENED","THE NATURAL GAS LEAK ON MASON-MONTGOMERY RD & NATORP HAS BEEN CONTAINED AND THE AREA IS RE-OPENED",
"2017-09-21T17:40:40.000-0500",59c43f08b74d200f189dcdcf,NWEM,Other,"Local Area Emergency",Observed,Monitor,Severe,Immediate,Alert,"Warren County, OH,","NATURAL GAS LEAK MASON-MONTGOMERY RD & NATORP FIND AN ALTERNATE ROUTE AROUND THIS AREA","NATURAL GAS LEAK AVOID THE AREA","NATURAL GAS LEAK MASON-MONTGOMERY RD & NATORP BLVD","AVOID THE AREA FIND AN ALTERNATE ROUTE"
"2017-09-21T14:47:18.000-0500",59c413e7b74d200f189dcdc1,NWEM,Other,"Local Area Emergency",Observed,Prepare,Extreme,Immediate,Alert,"Warren County, OH,","NATURAL GAS LEAK MASON-MONTGOMERY & NATORP FIND ALTERNATE ROUTE THROUGH THIS AREA","GAS LEAK AVOID THE AREA","LARGE GAS LEAK IN THE AREA OF MASON-MONTGOMERY RD & NATORP BLVD IN DEERFIELD TOWNSHIP","AVOID THE AREA"
"2017-09-20T20:21:41.000-0500",59c31304b74d200d9c10a7a3,"NWEM
EAS",CBRNE,"Civil Emergency Message",Observed,Shelter,Severe,Immediate,Alert,"City of Houston,","Shelter-in-place order CANCELED for northwest Spring Branch after hazardous fire.","Shelter-in-Place CANCELED for Spring Branch following hazardous Warehouse Fire","The City of Houston responded to a fire which resulted in the release of potentially hazardous smoke.  The Houston Fire Department issued a shelter-in-place order for areas south of US-290, east of Beltway 8, north of Clay Road and west of Fairbanks-North Houston Road.
This order has been CANCELED","Residents in the are no longer need to shelter in place."
"2017-09-20T19:35:25.000-0500","FL.343_349_2017-09-20T20:35:25-04:00",CMAS,Geo,"Child Abduction Emergency",Likely,,Severe,Immediate,Alert,"All Florida","If you have any information on the whereabouts of these children please contact the Manate","EAS Child Abduction Emergency","A FLORIDA AMBER ALERT HAS BEEN ISSUED FOR...",
"2017-09-20T19:31:07.000-0500","NCMEC_12342_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","#FLAMBER, Manatee Cnty; Gadeaun children, LIC/ BNZQ08 (FL) 2016 dark green Toyota Corolla","#FLAMBER, Manatee Cnty; Gadeaun children, LIC/ BNZQ08 (FL) 2016 dark green Toyota Corolla","The children were last seen in Manatee County, Florida.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-20T18:32:01.000-0500",59c2f99ab74d200d9c10a78e,"NWEM
EAS",CBRNE,"Civil Emergency Message",Observed,Shelter,Extreme,Immediate,Alert,"City of Houston,","Shelter in Place in northwest Spring Branch due to hazardous fire. Check local media","Shelter-in-Place issued for portions of Spring Branch due to Hazardous Fire","Due to the release of hazardous materials, the Houston Fire Department has ordered a Shelter-In-Place Order for the following area until further notice:

North of Clay
West of Fairbanks North Houston
South of US 290
East of Beltway 8","Residents should shelter in place by:

Closing ALL windows, doors and exterior vents
Turning off air conditioning and/or heating systems.
Isolating yourself in an interior room. Try to seal the door to your shelter room with plastic sheeting and duct tape.
Residents should stay informed by:

tuning their radios to 88.7FM or 740AM
watching local television stations"
"2017-09-20T18:22:00.000-0500","NCMEC_12362_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

North Carolina AMBER Alert.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-20T18:00:52.000-0500","NCMEC_12341_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

The non-custodial parents abducted their 3 month old child and are traveling from North Carolina and possibly heading to Ocala, Florida or Valdosta, Georgia. They may be traveling in one of the two listed vehicles.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-20T08:09:00.000-0500","CAPNET-0-4225-20170920090900",NWEM,Safety,"Local Area Emergency",Observed,Prepare,Severe,Immediate,Alert,"Madison, KY","CO. WIDE EXERCISE TODAY. SIRENS SOUNDING AND OTHER PUBLIC SAFETY ACTIVITY. MADISON CO. EMA","Emergency Alert System",TEST,TEST
"2017-09-20T07:56:51.000-0500","NWS-IDP-PROD-2527059-2358494","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Ciales; Vega Baja; Morovis; Vega Alta; Manati; Barceloneta; Arecibo; Orocovis; Florida","Extreme Wind Warning in this area til 10:00 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 8:56AM AST expiring September 20 at 10:00AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Vega Baja Municipality in Puerto Rico...
Florida Municipality in Puerto Rico...
Barceloneta Municipality in Puerto Rico...
Morovis Municipality in Puerto Rico...
Vega Alta Municipality in Puerto Rico...
Arecibo Municipality in Puerto Rico...
Ciales Municipality in Puerto Rico...
Orocovis Municipality in Puerto Rico...
Manati Municipality in Puerto Rico...

* Until 1000 AM AST

* At 856 AM AST, Visible and Infrared satellite imagery indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria will impact Vega Alta, Florida, Barceloneta, Morovis, Vega
Baja, Arecibo, Ciales, Orocovis and Manati within the next hour.
This is an extremely dangerous and life-threatening situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T06:40:13.000-0500","NWS-IDP-PROD-2527007-2358444","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Corozal; Comerio; Dorado; Aibonito; Toa Baja; Barranquitas; Toa Alta; Naranjito","Extreme Wind Warning in this area til 9:00 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 7:40AM AST expiring September 20 at 9:00AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Comerio Municipality in Puerto Rico...
Naranjito Municipality in Puerto Rico...
Dorado Municipality in Puerto Rico...
Barranquitas Municipality in Puerto Rico...
Corozal Municipality in Puerto Rico...
Toa Baja Municipality in Puerto Rico...
Aibonito Municipality in Puerto Rico...
Toa Alta Municipality in Puerto Rico...

* Until 900 AM AST

* At 735 AM AST, Visible and Infrared satellite imagery indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria will impact Comerio, Aibonito, Barranquitas, Naranjito, Toa
Alta, Toa Baja and Dorado within the next hour. This is an
extremely dangerous and life-threatening situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T05:55:16.000-0500","NWS-IDP-PROD-2526986-2358427","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Cidra; San Juan; Bayamon; Rio Grande; Guaynabo; Carolina; Canovanas; Aguas Buenas; Trujillo Alto","Extreme Wind Warning in this area til 8:00 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 6:55AM AST expiring September 20 at 8:00AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Trujillo Alto Municipality in Puerto Rico...
Rio Grande Municipality in Puerto Rico...
San Juan Municipality in Puerto Rico...
Aguas Buenas Municipality in Puerto Rico...
Carolina Municipality in Puerto Rico...
Canovanas Municipality in Puerto Rico...
Guaynabo Municipality in Puerto Rico...
Bayamon Municipality in Puerto Rico...
Cidra Municipality in Puerto Rico...

* Until 800 AM AST

* At 653 AM AST, National Weather Service Doppler radar indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria already impacting Rio Grande, Canovanas, Aguas Buenas, Cidra
and the San Juan Metro Area and will continue for the next hour.
This is an extremely dangerous and life-threatening situation!","TAKE COVER NOW! Treat these imminent extreme winds as if a tornado
was approaching and move immediately to the safe room in your
shelter. Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T05:18:56.000-0500","NCMEC_12341_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Clyde, NC AMBER Alert: Check local media.","Clyde, NC AMBER Alert: Check local media.","The non-custodial parents abducted their 3 month old child and are traveling from North Carolina and possibly heading to Ocala, Florida or Valdosta, Georgia. They may be traveling in one of the two listed vehicles.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-20T04:38:32.000-0500","NWS-IDP-PROD-2526937-2358377","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Cidra; San Juan; Bayamon; Rio Grande; Guaynabo; Carolina; Canovanas; Aguas Buenas; Trujillo Alto","Extreme Wind Warning in this area til 7:00 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 5:38AM AST expiring September 20 at 7:00AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Trujillo Alto Municipality in Puerto Rico...
Rio Grande Municipality in Puerto Rico...
San Juan Municipality in Puerto Rico...
Aguas Buenas Municipality in Puerto Rico...
Carolina Municipality in Puerto Rico...
Canovanas Municipality in Puerto Rico...
Guaynabo Municipality in Puerto Rico...
Bayamon Municipality in Puerto Rico...
Cidra Municipality in Puerto Rico...

* Until 700 AM AST

* At 533 AM AST, National Weather Service Doppler radar indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria already moving onshore and will quickly impact Rio Grande,
Canovanas, Aguas Buenas, Cidra and the San Juan Metro Area within
the next hour. This is an extremely dangerous and life-threatening
situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T04:26:08.000-0500","NCMEC_12362_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","NC AMBER ALERT: Gray 1999 GMC Suburban, Lic Plate 489-AWH (ND)","NC AMBER ALERT: Gray 1999 GMC Suburban, Lic Plate 489-AWH (ND)","North Carolina AMBER Alert.","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-20T03:47:46.000-0500","NWS-IDP-PROD-2526850-2358284","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Patillas; Cayey; Guayama; Las Piedras; Gurabo; San Lorenzo; Caguas; Juncos","Extreme Wind Warning in this area til 5:45 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 4:47AM AST expiring September 20 at 5:45AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Gurabo Municipality in Puerto Rico...
Guayama Municipality in Puerto Rico...
Las Piedras Municipality in Puerto Rico...
Caguas Municipality in Puerto Rico...
Juncos Municipality in Puerto Rico...
Cayey Municipality in Puerto Rico...
San Lorenzo Municipality in Puerto Rico...
Patillas Municipality in Puerto Rico...

* Until 545 AM AST

* At 443 AM AST, National Weather Service Doppler radar indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria already moving onshore and will quickly impact Las Piedras,
Juncos, San Lorenzo, Patillas, Gurabo, Caguas, Cayey and Guayama
especially Barrio Carite within the next hour. This is an
extremely dangerous and life-threatening situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T03:33:00.000-0500","NC.001_313_2017-09-20T04:33:00-04:00","EAS
CMAS",Geo,"Child Abduction Emergency",Likely,,Severe,Immediate,Alert,"All North Carolina","A child abduction emergency has been issued for all North Carolina. Tune to your local TV","EAS Child Abduction Emergency","THIS IS A NORTH CAROLINA AMBER ALERT FOR A CHILD ABDUCTION....THE HAYWOOD COUNTY SHERIFF'S DEPT IS SEARCHING FOR A
CALI MARIE COCHRAN.
CALI MARIE COCHRAN IS A 3MONTH OLD WHITE FEMALE APPROXIMATELY 21INCHES TALL AND WEIGHING 10 POUNDS.SHE HAS BROWN HAIR
AND UNKNOWN EYE COLOR.
THE ABDUCTOR(S) ARE THE PARENTS....PARENT #1 IS REX DOUGLAS COCHRAN JR. WHITE MALE 5'7 185 POUNDS BROWN HAIR BROWN EYES UNK CLOTHING DESC.
PARENT #2 IS HEATHER MARIE COCHRAN WHITE FEMALE 5'4 120 POUNDS BROWN HAIR GREEN EYES UNK CLOTHING DESC.
THEY WERE LAST SEEN TRAVELING EAST ON I-40 TWDS SOUTH CAROLINA IN A GRAY GMC SUBURBAN WITH NORTH DAKOTA REG PLATE 489-AWH OR IN A BLUE 2001 FORD MUSTANG WITH UNKNOWN REG.
IF YOU HAVE ANY INFORMATION REGARDING THIS ABDUCTION CALL THE HAYWOOD COUNTY SHERRIF'S DEPT IMMEDIATELY AT 828 452-6600 OR CALL 911 OR *HP....THIS IS AN AMBER ALERT





ACTIVATE CMAS IN REGION ___10_____",
"2017-09-20T03:16:00.000-0500","NWS-IDP-PROD-2526813-2358252","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,"Maunabo; Yabucoa; Naguabo; Humacao","Extreme Wind Warning in this area til 5:45 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 4:15AM AST expiring September 20 at 5:45AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Humacao Municipality in Puerto Rico...
Naguabo Municipality in Puerto Rico...
Yabucoa Municipality in Puerto Rico...
Maunabo Municipality in Puerto Rico...

* Until 545 AM AST

* At 413 AM AST, National Weather Service Doppler radar indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria is quickly approaching Naguabo, Humacao, Yabucoa and Maunabo
from the southeast. This is an extremely dangerous and life-
threatening situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-20T02:54:58.000-0500","NWS-IDP-PROD-2526774-2358211","EAS
NWEM",Met,"Extreme Wind Warning",Observed,Shelter,Extreme,Immediate,Alert,Vieques,"Extreme Wind Warning in this area til 6:00 AM AST. Take shelter now. -NWS","Extreme Wind Warning issued September 20 at 3:54AM AST expiring September 20 at 6:00AM AST by NWS San Juan PR","The National Weather Service in San Juan has issued a

* Extreme Wind Warning for...
Vieques Municipality in Puerto Rico...

* Until 600 AM AST

* At 353 AM AST, National Weather Service Doppler radar indicated
extreme winds, associated with the eyewall of Major Hurricane
Maria is quickly approaching Vieques from the south. This is an
extremely dangerous and life-threatening situation!","TAKE COVER NOW! Move immediately to the safe room in your shelter.
Take action now to protect your life!

The safest place to be during a major landfalling hurricane is in a
reinforced interior room away from windows. Get under a table or
other piece of sturdy furniture. Use mattresses, blankets or pillows
to cover your head and body. Remain in place through the passage of
these life-threatening conditions."
"2017-09-19T21:00:58.000-0500","NCMEC_12361_2","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"Target Area","The AMBER Alert in your area has been canceled.","The AMBER Alert in your area has been canceled.","CANCEL AMBER ALERT

Iowa AMBER Alert","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-19T19:01:08.000-0500","NCMEC_12361_1","NWEM
EAS",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"Target Area","Royal, IA AMBER Alert: LIC/561XEY (IA) 2003 Maroon Cadillac CTS 4 door","Royal, IA AMBER Alert: LIC/561XEY (IA) 2003 Maroon Cadillac CTS 4 door","Iowa AMBER Alert","NO FURTHER INSTRUCTIONS PROVIDED."
"2017-09-19T18:58:06.000-0500","FL.000_658_2017-09-19T19:58:06-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Monroe County","Monroe County is under a Boil Water Notice","Monroe County Boil Water Notice","AS MONROE COUNTY WORKS TO RECOVER FROM HURRICANE IRMA THE FLORIDA DEPARTMENT OF HEALTH IS REMINDING RESIDENTS IN THE FLORIDA KEYS THAT THEY ARE UNDER A BOIL WATER NOTICE.",
"2017-09-18T13:03:32.000-0500","MD.000_4716_2017-09-18T14:03:32-04:00",,Geo,"Shelter In Place Warning",Likely,,Severe,Immediate,Alert,"The City Of Baltimore","ALL CLEAR: Situation in Curtis Bay has been resolved. Shelter in place lifted as of 130pm.","EAS Shelter In Place Lifted for Baltimore City","ALL CLEAR: SITUATION IN CURTIS BAY HAS BEEN RESOLVED. SHELTER IN PLACE LIFTED AS OF 130PM.",
"2017-09-18T12:54:12.000-0500","MD.000_4715_2017-09-18T13:54:12-04:00",,Geo,"Shelter In Place Warning",Likely,,Severe,Immediate,Alert,"Anne Arundel County","ALL CLEAR Situation in Curtis Bay has been resolved. Shelter in place is lifted as of 130p","EAS shelter in place lifted- All Clear for Anne Arundel County","ALL CLEAR SITUATION IN CURTIS BAY HAS BEEN RESOLVED. SHELTER IN PLACE IS LIFTED AS OF 130P",
"2017-09-18T11:32:30.000-0500","MD.000_4713_2017-09-18T12:32:30-04:00",,Geo,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"The City Of Baltimore,Anne Arundel County","SHELTER IN PLACE ordered 1mi radius of 3400 Fairfield Rd Curtis Bay incl 21060 21225 21226","EAS Local Area Emergency","SHELTER IN PLACE ORDERED 1MI RADIUS OF 3400 FAIRFIELD RD CURTIS BAY INCL 21060 21225 21226",
